player_height,player_weight,gp,pts,ast,net_rating,dreb_pct,ast_*_oreb_pct,net_rating_*_dreb_pct,pts_*_net_rating,ast_*_dreb_pct,age,age_^2,reb,reb_^2,reb_^3,reb_*_dreb_pct,reb_*_dreb_pct_^2,reb_*_dreb_pct_^3,reb_*_dreb_pct_^4,gp_*_oreb_pct,gp_*_oreb_pct_^2,oreb_pct,oreb_pct_^2,oreb_pct_^3,oreb_pct_^4,reb_*_usg_pct,reb_*_usg_pct_^2,reb_*_usg_pct_^3,reb_*_usg_pct_^4,pts_*_dreb_pct,pts_*_dreb_pct_^2,oreb_pct_*_usg_pct,oreb_pct_*_usg_pct_^2,oreb_pct_*_usg_pct_^3,oreb_pct_*_usg_pct_^4,usg_pct,usg_pct_^2,net_rating_*_oreb_pct,net_rating_*_oreb_pct_^2
213.36,113.398,82,12.5,2.2,-3.2,0.203,0.24200000000000002,-0.6496000000000001,-40.0,0.44660000000000005,32.0,1024.0,9.4,88.36000000000001,830.5840000000002,1.9082000000000001,3.6412272400000005,6.948189819368001,13.258535813318021,9.02,81.3604,0.11,0.0121,0.001331,0.00014641,1.8236,3.3255169600000003,6.064412728256001,11.059063051247644,2.5375,6.4389062500000005,0.02134,0.0004553956000000001,9.718142104000002e-06,2.0738515249936006e-07,0.194,0.037636,-0.35200000000000004,0.12390400000000003
198.12,91.171992,7,2.7,0.6,4.7,0.135,0.0222,0.6345000000000001,12.690000000000001,0.081,23.0,529.0,0.9,0.81,0.7290000000000001,0.12150000000000001,0.014762250000000003,0.0017936133750000006,0.0002179240250625001,0.259,0.067081,0.037000000000000005,0.0013690000000000004,5.0653000000000025e-05,1.8741610000000012e-06,0.1989,0.03956121,0.007868724669,0.0015650893366641,0.36450000000000005,0.13286025000000004,0.008177000000000002,6.686332900000003e-05,5.467414412330003e-07,4.470704764962245e-09,0.221,0.048841,0.17390000000000003,0.030241210000000008
205.74,99.79024,1,6.0,1.0,-18.1,0.08,0.063,-1.4480000000000002,-108.60000000000001,0.08,24.0,576.0,4.0,16.0,64.0,0.32,0.1024,0.032768000000000005,0.010485760000000002,0.063,0.003969,0.063,0.003969,0.00025004700000000004,1.5752961000000003e-05,0.64,0.4096,0.26214400000000004,0.16777216000000003,0.48,0.2304,0.01008,0.0001016064,1.024192512e-06,1.0323860520960001e-08,0.16,0.0256,-1.1403,1.3002840900000001
187.96,86.18248,48,2.1,1.3,-2.7,0.126,0.011700000000000002,-0.3402,-5.670000000000001,0.1638,20.0,400.0,0.9,0.81,0.7290000000000001,0.1134,0.01285956,0.001458274104,0.0001653682833936,0.43200000000000005,0.18662400000000004,0.009000000000000001,8.100000000000002e-05,7.290000000000002e-07,6.561000000000003e-09,0.1683,0.028324890000000002,0.004767078987,0.0008022993935121,0.2646,0.07001316,0.0016830000000000003,2.8324890000000007e-06,4.767078987000002e-09,8.022993935121005e-12,0.187,0.034969,-0.024300000000000006,0.0005904900000000003
195.58,88.904032,22,2.5,0.6,-10.3,0.059,0.030599999999999995,-0.6077,-25.75,0.035399999999999994,23.0,529.0,0.7,0.48999999999999994,0.3429999999999999,0.041299999999999996,0.0017056899999999997,7.044499699999998e-05,2.909378376099999e-06,1.1219999999999999,1.2588839999999997,0.051,0.0026009999999999996,0.00013265099999999996,6.765200999999998e-06,0.17079999999999998,0.029172639999999993,0.004982686911999998,0.0008510429245695996,0.1475,0.021756249999999998,0.012443999999999998,0.00015485313599999996,1.9269924243839994e-06,2.3979493729034486e-08,0.244,0.059536,-0.5253,0.27594008999999997
203.2,102.965384,57,3.3,0.3,1.5,0.104,0.0216,0.156,4.949999999999999,0.0312,22.0,484.0,1.4,1.9599999999999997,2.7439999999999993,0.14559999999999998,0.021199359999999993,0.0030866268159999988,0.0004494128644095998,4.104,16.842816,0.07200000000000001,0.005184000000000001,0.0003732480000000001,2.6873856000000014e-05,0.238,0.05664399999999999,0.013481271999999997,0.0032085427359999992,0.34319999999999995,0.11778623999999996,0.012240000000000003,0.00014981760000000007,1.8337674240000014e-06,2.2445313269760023e-08,0.17,0.028900000000000006,0.10800000000000001,0.011664000000000002
208.28,90.7184,68,4.8,0.8,-0.7,0.042,0.0064,-0.0294,-3.36,0.033600000000000005,29.0,841.0,0.7,0.48999999999999994,0.3429999999999999,0.0294,0.00086436,2.5412184e-05,7.471182096e-07,0.544,0.29593600000000003,0.008,6.4e-05,5.12e-07,4.096000000000001e-09,0.09589999999999999,0.009196809999999998,0.0008819740789999997,8.458131417609995e-05,0.2016,0.04064256,0.001096,1.2012159999999998e-06,1.3165327359999998e-09,1.4429198786559998e-12,0.13699999999999998,0.018768999999999994,-0.0056,3.136e-05
203.2,99.79024,77,5.5,0.3,-0.6,0.153,0.0168,-0.09179999999999999,-3.3,0.045899999999999996,30.0,900.0,2.6,6.760000000000001,17.576000000000004,0.3978,0.15824484,0.062949797352,0.0250414293866256,4.312,18.593344000000002,0.056,0.0031360000000000003,0.00017561600000000002,9.834496000000001e-06,0.49660000000000004,0.24661156000000004,0.12246730069600002,0.06081726152563362,0.8415,0.7081222500000001,0.010696,0.00011440441600000002,1.2236696335360002e-06,1.3088370400301059e-08,0.191,0.036481,-0.0336,0.0011289599999999998
210.82,113.398,68,8.0,0.6,1.2,0.247,0.0648,0.2964,9.6,0.1482,30.0,900.0,7.3,53.29,389.017,1.8031,3.25116961,5.862183923790999,10.57010383298755,7.344,53.934336,0.108,0.011663999999999999,0.0012597119999999999,0.000136048896,0.9855,0.97121025,0.9571277013750001,0.9432493497050627,1.976,3.904576,0.014580000000000001,0.00021257640000000002,3.0993639120000003e-06,4.518872583696001e-08,0.135,0.018225,0.1296,0.016796159999999997
203.2,97.52228,34,2.4,0.3,8.6,0.16899999999999998,0.0174,1.4533999999999998,20.639999999999997,0.050699999999999995,26.0,676.0,1.4,1.9599999999999997,2.7439999999999993,0.23659999999999995,0.05597955999999998,0.013244763895999991,0.0031337111377935972,1.9720000000000002,3.8887840000000007,0.058,0.0033640000000000002,0.00019511200000000003,1.1316496000000002e-05,0.287,0.08236899999999998,0.023639902999999993,0.006784652160999998,0.40559999999999996,0.16451135999999997,0.01189,0.0001413721,1.6809142689999999e-06,1.9986070658409996e-08,0.205,0.04202499999999999,0.4988,0.24880144
205.74,106.59412,80,10.5,1.5,-11.0,0.136,0.07500000000000001,-1.496,-115.5,0.20400000000000001,21.0,441.0,4.7,22.090000000000003,103.82300000000002,0.6392000000000001,0.4085766400000001,0.2611621882880001,0.16693487075368968,4.0,16.0,0.05,0.0025000000000000005,0.00012500000000000003,6.250000000000002e-06,0.9165000000000001,0.8399722500000002,0.7698345671250003,0.7055533807700629,1.4280000000000002,2.0391840000000006,0.009750000000000002,9.506250000000003e-05,9.268593750000004e-07,9.036878906250006e-09,0.195,0.038025,-0.55,0.30250000000000005
198.12,97.975872,82,29.6,4.3,13.4,0.132,0.1806,1.7688000000000001,396.64000000000004,0.5676,34.0,1156.0,5.9,34.81,205.37900000000002,0.7788,0.6065294400000001,0.4723651278720001,0.3678779615867137,3.4440000000000004,11.861136000000002,0.042,0.0017640000000000002,7.408800000000001e-05,3.111696000000001e-06,1.9529000000000003,3.813818410000001,7.448005972889003,14.545210864454937,3.9072000000000005,15.266211840000004,0.013902000000000001,0.00019326560400000003,2.6867784268080005e-06,3.735159368948483e-08,0.331,0.109561,0.5628000000000001,0.3167438400000001
187.96,97.52228,4,0.0,0.3,-43.1,0.214,0.03,-9.2234,-0.0,0.0642,23.0,529.0,1.0,1.0,1.0,0.214,0.045795999999999996,0.009800343999999999,0.002097273616,0.4,0.16000000000000003,0.1,0.010000000000000002,0.0010000000000000002,0.00010000000000000003,0.269,0.07236100000000001,0.019465109000000005,0.005236114321000002,0.0,0.0,0.026900000000000004,0.0007236100000000002,1.946510900000001e-05,5.236114321000003e-07,0.269,0.07236100000000001,-4.3100000000000005,18.576100000000004
193.04,95.25431999999999,55,4.8,0.7,-2.5,0.078,0.0483,-0.195,-12.0,0.054599999999999996,22.0,484.0,1.4,1.9599999999999997,2.7439999999999993,0.10919999999999999,0.011924639999999999,0.0013021706879999997,0.00014219703912959994,3.7950000000000004,14.402025000000004,0.069,0.0047610000000000005,0.00032850900000000005,2.2667121000000006e-05,0.28559999999999997,0.08156735999999998,0.02329563801599999,0.006653234217369596,0.3744,0.14017536,0.014076,0.000198133776,2.7889310309760003e-06,3.925699319201818e-08,0.204,0.04161599999999999,-0.17250000000000001,0.029756250000000005
203.2,97.52228,50,8.7,1.7,3.3,0.115,0.017,0.3795,28.709999999999997,0.1955,22.0,484.0,2.3,5.289999999999999,12.166999999999996,0.2645,0.06996025,0.018504486125,0.0048944365800625,0.5,0.25,0.01,0.0001,1.0000000000000002e-06,1.0000000000000002e-08,0.4508,0.20322063999999998,0.09161186451199999,0.04129862852200959,1.0005,1.00100025,0.00196,3.8416e-06,7.529536e-09,1.4757890559999998e-11,0.196,0.038416000000000006,0.033,0.0010890000000000001
213.36,117.93392,23,3.1,0.3,-12.5,0.16,0.017699999999999997,-2.0,-38.75,0.048,23.0,529.0,1.6,2.5600000000000005,4.096000000000001,0.256,0.065536,0.016777216,0.004294967296000001,1.357,1.841449,0.059,0.0034809999999999997,0.00020537899999999997,1.2117360999999999e-05,0.3104,0.09634816,0.029906468864000002,0.0092829679353856,0.49600000000000005,0.24601600000000004,0.011446,0.00013101091599999998,1.4995509445359996e-06,1.716386011115905e-08,0.194,0.037636,-0.7374999999999999,0.5439062499999999
210.82,99.79024,77,17.0,3.1,2.8,0.166,0.2387,0.4648,47.599999999999994,0.5146000000000001,21.0,441.0,8.0,64.0,512.0,1.328,1.7635840000000003,2.3420395520000006,3.110228525056001,5.929,35.153041,0.077,0.005929,0.000456533,3.5153041e-05,1.72,2.9583999999999997,5.088448,8.75213056,2.822,7.963684000000001,0.016555,0.000274068025,4.537196153875e-06,7.511328232740062e-08,0.215,0.046224999999999995,0.21559999999999999,0.046483359999999994
205.74,102.0582,24,1.5,0.3,-11.6,0.19,0.0123,-2.2039999999999997,-17.4,0.056999999999999995,22.0,484.0,1.3,1.6900000000000002,2.1970000000000005,0.24700000000000003,0.061009000000000015,0.015069223000000005,0.0037220980810000015,0.984,0.968256,0.041,0.0016810000000000002,6.892100000000001e-05,2.8257610000000005e-06,0.2743,0.07524049,0.020638466406999997,0.005661131335440099,0.28500000000000003,0.08122500000000002,0.008651,7.483980100000002e-05,6.474391184510002e-07,5.600995813719603e-09,0.211,0.044521,-0.4756,0.22619536
187.96,81.64656,72,4.4,1.9,1.7,0.106,0.0475,0.1802,7.48,0.2014,20.0,400.0,1.7,2.8899999999999997,4.912999999999999,0.1802,0.03247204,0.005851461608,0.0010544333817616,1.8,3.24,0.025,0.0006250000000000001,1.5625000000000004e-05,3.906250000000001e-07,0.2771,0.07678441000000001,0.021276960011000004,0.005895845619048101,0.46640000000000004,0.21752896000000002,0.0040750000000000005,1.6605625000000004e-05,6.766792187500003e-08,2.7574678164062515e-10,0.163,0.026569000000000002,0.0425,0.0018062500000000003
205.74,92.98636,38,4.0,0.2,-2.7,0.172,0.020200000000000003,-0.4644,-10.8,0.0344,20.0,400.0,2.6,6.760000000000001,17.576000000000004,0.4472,0.19998784,0.089434562048,0.0399951361478656,3.838,14.730244,0.101,0.010201000000000002,0.0010303010000000002,0.00010406040100000003,0.4186,0.17522596000000001,0.07334958685600002,0.030704137057921608,0.688,0.47334399999999993,0.016261,0.000264420121,4.299735587581e-06,6.991800038965466e-08,0.161,0.025921000000000003,-0.27270000000000005,0.07436529000000003
195.58,99.79024,69,12.6,3.4,3.3,0.101,0.11560000000000001,0.3333,41.58,0.34340000000000004,27.0,729.0,3.6,12.96,46.656000000000006,0.36360000000000003,0.13220496000000004,0.04806972345600002,0.017478151448601608,2.346,5.503716000000001,0.034,0.0011560000000000001,3.930400000000001e-05,1.3363360000000004e-06,0.7488,0.56070144,0.419853238272,0.3143861048180736,1.2726,1.6195107599999998,0.007072,5.0013184e-05,3.53693237248e-07,2.501318573817856e-09,0.208,0.043264,0.11220000000000001,0.012588840000000002
177.8,70.760352,38,1.4,1.2,-15.1,0.073,0.03,-1.1022999999999998,-21.139999999999997,0.0876,23.0,529.0,0.6,0.36,0.216,0.0438,0.00191844,8.4027672e-05,3.6804120336e-06,0.9500000000000001,0.9025000000000001,0.025,0.0006250000000000001,1.5625000000000004e-05,3.906250000000001e-07,0.0864,0.0074649600000000005,0.000644972544,5.5725627801600005e-05,0.10219999999999999,0.010444839999999997,0.0036000000000000008,1.2960000000000006e-05,4.665600000000003e-08,1.6796160000000016e-10,0.14400000000000002,0.020736000000000004,-0.3775,0.14250625
195.58,106.59412,10,3.0,0.7,-8.4,0.111,0.0581,-0.9324,-25.200000000000003,0.07769999999999999,24.0,576.0,1.8,3.24,5.832000000000001,0.1998,0.039920040000000004,0.007976023992000002,0.0015936095936016003,0.8300000000000001,0.6889000000000001,0.083,0.006889000000000001,0.0005717870000000001,4.745832100000002e-05,0.3816,0.14561856,0.055568042496,0.0212047650164736,0.333,0.11088900000000002,0.017596,0.000309619216,5.448059724736001e-06,9.586405891645467e-08,0.212,0.044944,-0.6972,0.48608784000000005
195.58,83.007336,51,2.7,0.9,2.8,0.1,0.036000000000000004,0.27999999999999997,7.56,0.09000000000000001,23.0,529.0,1.0,1.0,1.0,0.1,0.010000000000000002,0.0010000000000000002,0.00010000000000000003,2.04,4.1616,0.04,0.0016,6.400000000000001e-05,2.5600000000000005e-06,0.188,0.035344,0.006644672,0.001249198336,0.27,0.0729,0.00752,5.65504e-05,4.25259008e-07,3.19794774016e-09,0.188,0.035344,0.11199999999999999,0.012543999999999998
203.2,97.52228,8,0.5,0.1,-16.3,0.25,0.0026,-4.075,-8.15,0.025,29.0,841.0,1.4,1.9599999999999997,2.7439999999999993,0.35,0.12249999999999998,0.04287499999999999,0.015006249999999995,0.208,0.043264,0.026,0.000676,1.7576e-05,4.5697599999999995e-07,0.196,0.038416000000000006,0.007529536000000002,0.0014757890560000003,0.125,0.015625,0.00364,1.32496e-05,4.8228543999999995e-08,1.7555190015999998e-10,0.14,0.019600000000000003,-0.4238,0.17960644
213.36,106.59412,71,4.8,0.5,6.2,0.182,0.0635,1.1284,29.759999999999998,0.091,22.0,484.0,4.5,20.25,91.125,0.819,0.6707609999999999,0.5493532589999999,0.4499203191209999,9.017,81.30628899999999,0.127,0.016129,0.002048383,0.000260144641,0.6389999999999999,0.4083209999999999,0.26091711899999986,0.1667260390409999,0.8735999999999999,0.7631769599999999,0.018033999999999998,0.0003252251559999999,5.865110463303998e-06,1.0577140209522428e-07,0.142,0.020163999999999998,0.7874,0.61999876
203.2,99.79024,49,3.2,0.2,4.1,0.135,0.0176,0.5535,13.12,0.027000000000000003,22.0,484.0,1.5,2.25,3.375,0.2025,0.04100625000000001,0.008303765625000003,0.0016815125390625006,4.312,18.593344000000002,0.08800000000000001,0.007744000000000002,0.0006814720000000002,5.996953600000003e-05,0.3405,0.11594025000000002,0.03947765512500001,0.013442141570062505,0.43200000000000005,0.18662400000000004,0.019976000000000004,0.00039904057600000017,7.971234546176005e-06,1.592333812944119e-07,0.227,0.051529000000000005,0.3608,0.13017664
195.58,86.18248,1,5.0,0.0,-33.4,0.0,0.0,-0.0,-167.0,0.0,23.0,529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.014160999999999998,-0.0,0.0
